Generation,Best,Average,Worst,Standard deviation
380.0,31937.51421710342,33132.869580875566,42277.657389257336,1702.7681640404005
381.0,31815.71734476826,32930.8156329626,43300.69442032082,1670.4592631721719
382.0,31748.211134963338,32920.86378954082,41709.94448247343,1674.1255065232651
383.0,31704.288913905515,32763.81045536044,42130.84524398147,1655.3722777772336
384.0,31622.78088728197,32738.357152289143,43684.20605419741,1712.5534942875688
385.0,31539.09256951913,32710.702120599217,43870.75422286387,1828.9204920903223
386.0,31524.45330451665,32700.23742901798,43161.22951345786,1842.4788023307863
387.0,31335.021386931916,32659.632975644126,44338.54525236549,1824.2632079275206
388.0,31264.685845274365,32512.37358209593,43049.09417371739,1830.756555380835
389.0,31046.741167588207,32401.6215771901,44810.828413206145,1833.937272489569
390.0,30965.96861236371,32177.945491702863,44810.828413206145,1757.5389874363468
391.0,30858.472375085043,32036.199833112652,42591.03844464856,1725.8686882462227
392.0,30747.376517188222,31867.747628114317,42591.03844464856,1612.0069037887656
393.0,30638.074224189495,31776.386294855933,43652.84555129831,1627.4486983342215
394.0,30629.65025701655,31680.89842611281,43652.84555129831,1648.2251037683407
395.0,30545.462356869208,31674.82587669436,41852.45077771422,1660.7844871138452
396.0,30484.548177565117,31539.142955299154,40376.69656015553,1667.5944093681783
397.0,30418.93437346622,31559.683796075344,44389.489629201846,1749.133803199851
398.0,30368.111136013114,31296.749179055845,41135.55650067477,1523.5100246828445
399.0,30285.12623391618,31353.597868234003,39324.72800935205,1582.5426493443074
400.0,30237.028732419127,31303.83061381122,40453.501979088665,1672.8350973979316
401.0,30122.946073763025,31261.747553396566,44658.18477676537,1713.2123607754909
402.0,29937.838183924836,31083.142873761182,41447.29802491494,1608.3052460839103
403.0,29892.81818921943,30912.058824958305,42386.549036828204,1590.5063424895134
404.0,29750.92677980386,30902.11271435996,40957.22344467565,1653.016745771032
405.0,29684.57493216499,30770.901336403116,40957.22344467565,1675.0206093023494
406.0,29632.267419158346,30701.759797792125,38817.597418147845,1633.7817942030817
407.0,29621.60795354693,30666.645738017753,39417.22616238942,1664.0489168207225
408.0,29595.55084732422,30658.099203844497,40335.89025295001,1692.346776291483
409.0,29510.43455304056,30617.231668169836,40881.740566671666,1677.5159948104251
410.0,29238.703330736727,30514.940959522202,40881.740566671666,1650.1094607736825
411.0,29110.414194596273,30277.20945185098,39752.22719525138,1611.847449710518
412.0,28934.362354561676,30236.298093409743,38640.87534242232,1707.156239803037
413.0,28806.22340554361,30028.336575381934,41074.758103938475,1724.6511223574732
414.0,28737.9515139146,29865.474624475464,41074.758103938475,1715.235958871897
415.0,28607.143966760716,29804.422356525258,38345.544572386694,1642.570073763276
416.0,28527.884359609856,29687.67162037832,38345.544572386694,1694.8002302647953
417.0,28314.268246576994,29541.404941019715,40641.5388629013,1627.7392489447006
418.0,28282.087569396866,29386.51525658959,38770.36644254001,1669.4346906363228
419.0,28195.67580279626,29361.391502851853,39545.59259048833,1706.2722811310678
420.0,28145.37216244396,29224.2363588006,37119.62672803184,1647.4992963700238
421.0,28074.566139955587,29101.707754800867,37314.31003579356,1600.5927596501576
422.0,28046.761078180516,29151.291439211378,38700.23206908962,1725.5165185499325
423.0,27929.498301589712,29067.785062035735,38700.23206908962,1700.7426072399096
424.0,27835.070990745644,29073.097476924624,38167.75936759313,1670.7516005541006
425.0,27782.427898107973,28833.34838324962,40040.452714257335,1628.1742844132834
426.0,27700.185401728293,28847.736329811865,36474.9052767744,1670.8306184674498
427.0,27666.81615658531,28782.991598344684,39611.71616678521,1741.8218440882792
428.0,27572.0615580196,28702.121976611452,42728.74012057574,1697.126407504831
429.0,27503.336918823257,28631.76776099538,42644.29132390165,1738.1816172837755
430.0,27492.90441142002,28626.427483812127,42767.100347703315,1830.7096156337886
431.0,27481.793568315446,28979.91570233972,42767.100347703315,2045.4372687282137
432.0,27364.737550195186,29033.08417845876,38362.338202618,2070.4055678831764
433.0,27262.916800837298,28597.24158932277,42385.3210298182,1956.6252080842742
434.0,27195.07770447573,28316.42494415535,40218.99156040883,1709.7152788346405
435.0,27118.059619396354,28282.686389541486,39227.30370172072,1713.8744286986562
436.0,27064.204562836112,28180.682784263674,37566.83029039945,1704.70795967566
437.0,27028.246170915972,28095.395863595713,38046.55873445404,1778.1635737656975
438.0,26783.569717849696,28128.345613319834,41767.0086086801,1756.6850455391957
439.0,26693.152613797374,27876.036423336507,41767.0086086801,1797.1020686027675
440.0,26671.143245642223,27753.013879584574,41767.0086086801,1723.1664933319803
441.0,26643.666233981294,27707.34422236912,38859.58696186699,1706.637916872419
442.0,26574.841439708256,27640.624068169847,38761.078309884775,1685.9662697267436
443.0,26442.74184979274,27623.578022693047,39380.48271480179,1725.2321066968293
444.0,26388.50746829659,27535.94401927649,36760.20628886033,1729.2704876370872
445.0,26337.71178175812,27473.13885677581,40925.96665133488,1754.84936006007
446.0,26233.407812708447,27410.277102666318,40925.96665133488,1722.7960469110476
447.0,26165.63894883721,27312.07286209708,42299.09895984435,1697.7021282673554
448.0,26102.372682607518,27191.572602047676,36137.55255440691,1657.857473296813
449.0,25902.37938974261,27138.20935381257,36137.55255440691,1627.7588685651613
450.0,25853.726220476095,27018.609635467394,37834.59272684465,1720.6307663961732
451.0,25667.199044004756,26908.449697273514,37449.71863887205,1719.4383232820971
452.0,25651.793379478604,26717.830361624932,38203.13848521262,1749.2263182200525
453.0,25534.041998226003,26651.51457283428,38593.48543265506,1691.6120369778662
454.0,25518.835861665426,26590.535202268915,36901.3705383595,1681.8693982353218
455.0,25460.158656669042,26530.282260259428,40837.6136728952,1700.6166576188461
456.0,25378.842285045033,26567.49377918972,39461.939352791705,1823.8372999268167
457.0,25316.355404209844,26298.758102595944,37053.754152694106,1565.8450590465836
458.0,25235.713219413006,26320.86847697991,36110.80377379896,1678.6010464891758
459.0,25227.646019932927,26235.970745732353,34424.22096874249,1639.0963255766699
460.0,25189.799247552797,26137.445571174438,35878.70620644607,1553.4243147300951
461.0,25187.46202777677,26170.425205470314,36367.39171983195,1630.1158986083324
462.0,24984.842325472437,26241.139540151195,36367.39171983195,1639.146401756645
463.0,24938.24758039918,26077.427544939328,35654.90632565573,1680.1206922519968
464.0,24892.805462211192,26082.332119258866,36572.68429984314,1765.3237705872527
465.0,24820.47740043901,25994.663559940873,40735.517301666536,1727.0397920607056
466.0,24780.54504211967,25961.760463889474,36753.72524498461,1730.7214085248063
467.0,24719.498645118172,25915.867703885557,36894.369018815174,1816.0771592413655
468.0,24703.30895483644,25762.04548632544,40625.64059048784,1828.8221565374176
469.0,24667.607581585533,25805.062654426434,37364.751324257784,1741.326909572902
470.0,24632.136166579312,25723.96934677788,37364.751324257784,1773.4167733570134
471.0,24615.437232343113,25645.981483238753,36030.00013785553,1693.2746602872307
472.0,24576.173845343186,25756.72611611032,34202.497605068274,1778.0430867066486
473.0,24524.19439773059,25693.877845343206,34950.564522602624,1734.173376667682
474.0,24493.467000638495,25546.988802809105,33279.52440800563,1695.0367230373677
475.0,24460.38424298051,25580.75001773514,33251.865605815314,1726.2940112034769
476.0,24393.08428044772,25535.367450520123,33719.31694380031,1710.5460033558809
477.0,24383.134716482622,25516.169122251216,35192.85474426705,1739.802139691304
478.0,24341.981198003872,25441.46947326065,34317.68740768713,1717.9455413257758
479.0,24308.368711085714,25371.818572972294,34371.1581789116,1696.1222949824166
480.0,24271.10055141413,25276.843061001266,33169.00590510254,1600.6533713260326
481.0,24223.19819045226,25278.472561425464,33784.28996078412,1664.7856209441097
482.0,24192.24368388288,25275.252424094917,34270.96342593396,1677.2977070400405
483.0,24160.281423674052,25342.17108474866,34313.61563808713,1801.827993009829
484.0,24095.777341437177,25251.076102913754,36730.02302758397,1801.2053306908967
485.0,24081.29751490624,25177.931307818206,34774.58357051047,1764.6131195045577
486.0,23831.358481386073,25083.861885935596,35957.468575663144,1646.808064263922
487.0,23819.907074506053,24916.490388544757,35313.89949241211,1669.8701837410545
488.0,23775.370298960443,24858.317923814222,33777.13986677708,1659.3273869103148
489.0,23733.03386582218,24809.287450441887,33673.409787387995,1625.8750620210628
490.0,23699.201859860907,24807.420903241313,34710.77152744016,1663.260865539773
491.0,23661.726523787736,24734.45146230801,33621.92078352177,1682.3291990557834
492.0,23585.30798371986,24683.168286543867,33017.07666044102,1689.974181426223
493.0,23534.760767180742,24642.206751396538,34759.20373962615,1713.984748461544
494.0,23520.243296022905,24655.813017035554,34380.937948691295,1764.030818819073
495.0,23494.651138632027,24571.56509500434,34380.937948691295,1702.5891105972844
496.0,23421.090323073448,24429.11510335513,32903.51716268761,1555.2759260611917
497.0,23414.539782464843,24445.111100902097,32201.896352495758,1669.6106436840191
498.0,23105.23824304814,24426.40504144964,32867.41077138138,1660.563909279279
499.0,23093.790580586712,24202.6335841105,32939.96837298789,1728.6082479612705
500.0,23061.73191941672,24146.437563011896,33501.348724555886,1696.0044531099845
501.0,23004.718453464862,24135.27137673831,35380.68584279829,1730.5367624312544
502.0,22970.771944280405,24141.716502362382,37315.177371984464,1790.2292052182495
503.0,22941.25768116754,24088.431461428812,37315.177371984464,1778.9769400589084
504.0,22912.190043600636,23963.859280008084,33212.721144299096,1686.377268239069
505.0,22604.48169308495,24042.170145128493,33441.93054745466,1802.8168859939417
506.0,22557.815213201695,23728.014878219987,33278.099208879175,1761.4890543561833
507.0,22496.00753933203,23601.7092596807,34381.591134562455,1690.9996688570154
508.0,22468.310131889848,23554.96733388388,34398.448605143174,1729.5720024690813
509.0,22374.409082947557,23487.730129479096,34689.00615343352,1713.1365709244578
510.0,22371.623230075795,23433.58765816897,31100.210267195187,1657.4844740648457
511.0,22331.627097873956,23377.149752580204,32736.078761983816,1651.2832270110462
512.0,22283.88340010518,23336.825186104754,30976.9984279237,1620.1979714327201
513.0,22231.0914245886,23296.080504761303,31829.971186351613,1664.5014087134007
514.0,22207.715794397936,23297.282866563957,32961.383912342346,1683.0662128688537
515.0,22187.888084508548,23330.286642854924,34214.57118882796,1738.4869080936508
516.0,22151.88337078251,23277.05437709539,32245.758623989943,1689.8731647078998
517.0,22137.267517910746,23973.59455037779,32245.758623989943,2047.5372711084096
518.0,22112.298263149583,23478.274640174746,32333.263326759992,1981.825930762823
519.0,22078.60732867047,23348.248624016807,34076.41519315266,1941.5004430200179
520.0,22063.410374848983,23187.976431424155,34016.49234333236,1807.8879414165654
521.0,22051.103179646645,23117.554293961122,35127.15959028156,1678.0790387098455
522.0,22012.82838061204,23085.667474426944,31174.00591540117,1694.489527524764
523.0,22002.210341041853,23146.27936277714,34905.01744512532,1801.0161953492036
524.0,21982.527297613473,23086.839468100246,31910.59832496195,1728.5798261141667
525.0,21959.046847223144,23074.85129451103,35348.50467885923,1776.9523128921987
526.0,21760.283454058612,23015.704126359193,35348.50467885923,1791.011619295011
527.0,21736.623454058616,22877.901829045033,38971.46668693303,1811.0051063097849
528.0,21719.90320849063,22838.09665754236,35348.50467885923,1726.027710964747
529.0,21673.79521056327,22789.853466303233,33704.24125252055,1697.473487733789
530.0,21660.486507838923,22693.502061999407,31826.729216587315,1673.5781650524966
531.0,21644.479978283063,22700.900954260225,30541.8086195788,1644.5726150830965
532.0,21623.37585101926,22742.802018302362,33411.702645023244,1791.1670557710636
533.0,21601.37943735877,22756.786193108335,35978.29342777941,1879.9269902752405
534.0,21585.63264278087,22715.850113739238,33686.78687503965,1766.4583883412463
535.0,21563.636229120373,22654.180478334118,31912.61788040629,1745.0669888575017
536.0,21514.31521670531,22680.74446134499,33855.31009885301,1774.9892847885872
537.0,21511.040828558518,22549.68645539449,31495.81006174838,1677.170642342267
538.0,21468.655510658038,22532.323383785304,31565.55238499917,1633.92270526064
539.0,21455.39698231062,22573.775669053757,33018.33824674753,1789.0848597437232
540.0,21421.41169149781,22493.59095000496,33836.351736191,1759.3023603633428
541.0,21344.351382144723,22396.92325065199,32085.57076349149,1655.4474680238038
542.0,21339.282340822934,22344.23200675656,31853.064341861846,1654.4479403355922
543.0,21317.9991345862,22358.143947949553,31853.064341861846,1644.8905779249765
544.0,21303.37786790506,22339.664568207845,32100.13524734265,1693.401935750741
545.0,21244.03514823923,22306.996207763408,31659.248655586405,1653.4465880850819
546.0,20967.49555281242,22260.14559926268,32475.325119681274,1619.636409077911
547.0,20873.383659286188,22054.787371331495,30158.520014239413,1647.6914541455624
548.0,20851.760368029572,21900.517553821024,32804.97978609114,1662.4843443589557
549.0,20837.628317178376,21831.42847456882,31464.596901992783,1620.8208735939622
550.0,20812.666062785785,21879.391602667038,32341.333184472893,1649.5672638676463
551.0,20801.84599755015,21876.707023734434,31797.017055168646,1725.7456651119428
552.0,20762.587591478878,21901.141539327564,30973.449709175093,1731.785373572205
553.0,20715.951698929428,21779.136505293045,30973.449709175093,1691.6172827387568
554.0,20715.951698929428,21806.81980011061,30973.449709175093,1688.8031103397827
555.0,20687.303243566395,21508.36653145668,28183.358040195224,1397.8561900070058
556.0,20644.03136453614,21659.543139222238,28943.685879955065,1585.469052725747
557.0,20556.904411708103,21715.99232530144,29839.696208480942,1717.0140329601702
558.0,20545.044717178786,21666.29921165281,33560.74061843852,1751.9795636070894
559.0,20527.207274778524,21651.63148575354,33052.61886608655,1767.0533059883178
560.0,20490.268369892125,21544.662652377003,28955.12755062109,1613.801859560432
561.0,20471.69288238866,21416.877452174125,29116.224187744392,1565.4146706104923
562.0,20439.942544773243,21432.259575847555,31553.84852836928,1572.2264024013793
563.0,20342.37927123502,21448.334534215155,31553.84852836928,1635.2439608088619
564.0,20327.173134674442,21394.237363626853,32497.409125365524,1710.1921838464077
565.0,20211.443377648084,21287.20995185514,29105.258173247537,1576.4263196331453
566.0,20162.477232826986,21267.884697610338,31571.00249825944,1714.7308559041085
567.0,20154.593840887614,21283.73821954411,32487.894734672816,1764.90167028619
568.0,20145.198886877788,21253.51436274905,30777.223763569968,1740.7699792977596
569.0,20115.69203830905,21209.03683583414,32416.028603938226,1708.0167556755587
570.0,20076.262633541883,21157.567673487294,29611.439058397158,1664.3042724105865
571.0,20057.918272957526,21151.619382539204,32019.322344369903,1752.5750936228428
572.0,20038.189850176113,21156.46554297411,29149.187991406037,1753.5975289505434
573.0,20024.509983459266,21113.34017173891,32348.33145771325,1779.7127151576306
574.0,20001.335720902014,21022.831639834993,31287.434993968174,1663.883579221777
575.0,19944.71934602266,21041.79140764715,28279.850950544274,1668.918909564811
576.0,19930.114005248528,21044.49227351971,31875.42418642912,1746.448123483274
577.0,19906.950053121283,21398.95985942951,29707.940354780014,1971.6696943151373
578.0,19905.40905345123,21081.877655156877,32380.691777250355,1916.616510068396
579.0,19905.40905345123,20813.801790612793,30460.169596785054,1589.5086732929149
580.0,19884.63983954939,20848.173685075075,28749.840152041026,1597.0733588974385
581.0,19790.2602411376,20893.450622905682,29796.428003653156,1713.577781490658
582.0,19783.339175873247,20778.544766982828,29796.428003653156,1595.5651967266526
583.0,19783.339175873247,20860.104296490656,29368.88034132341,1664.6866455115423
584.0,19763.437531056996,20790.227104969304,30897.728613157422,1631.1827603411868
585.0,19750.653556952377,20849.061503158897,30541.93234763031,1749.7457823962698
586.0,19740.319101225818,20799.39476026853,31404.546119201936,1736.4228172005105
587.0,19710.802146862123,20785.842870720688,30351.120650610872,1678.3612416421986
588.0,19697.53851848613,20720.97615243878,29198.626307387203,1604.2278160521223
589.0,19690.00515626579,20759.243066346426,28784.347942703775,1678.893606558125
590.0,19663.66168751072,20772.363715247484,31582.765142246084,1730.3549586169568
591.0,19650.029047509845,20739.406137642327,31440.64488074478,1741.0262005714178
592.0,19632.069564000325,20717.813530154464,30942.994114854737,1730.3749498531893
593.0,19589.359010314074,20813.524441486657,31229.304363631396,1771.5988171223048
594.0,19564.41270975965,20662.40232781853,32548.29303596295,1740.9847906671466
595.0,19547.71669996807,20606.169415854085,32548.29303596295,1700.3989157484368
596.0,19536.242708672187,20578.99556315704,27573.716174141926,1650.5804834991275
597.0,19536.22870867219,20618.365102416417,31303.607051147424,1688.6080843183092
598.0,19533.464661041427,20360.81932147335,27665.81798989416,1441.4405431849152
599.0,19514.456247773836,20496.666529595786,28106.493930927296,1616.517659733562
600.0,19504.510319249464,20547.931865447816,29152.40520446733,1669.1027317799876
601.0,19488.183173364647,20570.874521973805,29152.40520446733,1721.9950468334962
602.0,19481.246937963282,20497.763769745736,27535.153228063944,1635.2404912687668
603.0,19479.75652002231,20563.30059530666,29045.64017001864,1734.3871374176579
604.0,19464.790422772952,20393.866145443466,31070.903913834576,1607.3506058440214
605.0,19159.84734307888,20487.31826682908,30955.298909826022,1678.2192771114233
606.0,19114.673244599187,20246.463190684804,30955.298909826022,1642.2541040797396
607.0,19097.937234309647,20137.887794190825,27764.409847784096,1634.0558629276186
608.0,19091.0052937371,20214.636974750792,28096.639108426833,1722.3456407806787
609.0,19052.77411317858,20116.84327732144,28414.987284266994,1690.0467165092164
610.0,19025.746228161064,20064.405139347753,27254.58379041103,1629.8945441434175
611.0,19012.011590690592,20099.29402588956,29610.273450996894,1714.3990550924027
612.0,19003.349304586445,20044.570734219116,27332.87869378159,1636.1659731575567
613.0,18991.898478197414,20054.399552960083,29140.851103781286,1639.357648978193
614.0,18986.996713598783,20073.976149786624,29589.61957147697,1691.5899112034094
615.0,18986.996713598783,20061.8688861485,30024.451136494426,1691.2005129023578
616.0,18976.65933791094,20011.224974636018,27685.21786285408,1665.5033255375852
617.0,18947.15418345471,20052.434503655415,29007.656472399198,1755.0959538804375
618.0,18901.720127114975,20026.679340764036,30561.1594280337,1718.897618493646
619.0,18885.61924240691,19947.288779114086,27744.562435817454,1645.4366554133476
620.0,18629.32754087919,19961.761993042874,30648.97997111924,1735.3387467837194
621.0,18625.928242186827,19785.350765120238,31160.56881529458,1793.9009880956476
622.0,18608.649292655384,19677.80714051158,31160.56881529458,1706.8174780919687
623.0,18589.478375377243,19616.01840324957,29497.381458763797,1660.8648798680724
624.0,18585.19455604873,19636.126546721687,29816.330918989173,1738.8759574728388
625.0,18574.87803494298,19642.254212899217,29816.330918989173,1708.9101872997646
626.0,18542.964351539267,19635.45277698828,29971.66034572496,1700.2272727232298
627.0,18535.48621889264,19609.41784594663,26930.125713125817,1679.9381380194793
628.0,18535.48621889264,19807.793209305466,30058.166014006092,1790.3984840978594
629.0,18512.716569288816,19631.929654683656,30058.166014006092,1731.2875061920956
630.0,18470.99279950169,19659.030628489658,28301.92675613761,1756.611675210903
631.0,18444.728228045133,19550.770248540804,28612.191425196514,1750.0777387819999
632.0,18444.728228045133,19510.205339306096,28746.220535074077,1696.4272133541147
633.0,18432.662275335082,19227.745858543785,27780.90439721642,1428.985380987162
634.0,18409.271649470982,19430.634225116748,27415.417521805583,1630.5846935913776
635.0,18378.360884303438,19434.956596988923,26858.449806699362,1667.1271659254091
636.0,18378.360884303438,19440.053790842514,27274.3392333944,1653.6288073787205
637.0,18372.899863751816,19198.61002896596,26828.739120169215,1467.6663652079483
638.0,18368.112842907452,19647.864107526053,30370.348129715494,1909.053543648377
639.0,18335.06219483175,19969.6211622477,28608.998288617913,2016.2839361700171
640.0,18324.72879095014,19521.21729007122,30490.424959683813,1879.8192632807747
641.0,18288.943969298787,19355.937097774033,29912.016419642052,1734.4413484144684
642.0,18288.943969298787,19286.883333092886,28699.95492163654,1697.641865257437
643.0,18278.60095623183,18980.074085032822,22904.803894429766,1300.6859655927983
644.0,18262.81431770014,19208.544550118364,26358.419500108233,1541.4572550339494
645.0,18252.852149291204,19257.357532852115,28690.17670974495,1646.286841090552
646.0,18234.448388885765,19351.013668538923,28089.440763348106,1712.3636135332818
647.0,18224.48882492067,19364.06195037129,28221.633625098686,1785.6996804056625
648.0,18089.458584137705,19292.559165900013,29360.23364931756,1723.5975231630648
649.0,18065.40681794119,19151.8233649334,29218.2656882253,1701.0386798729471
650.0,18051.28218482204,19134.69719050029,30029.19152312047,1706.346220415567
651.0,18028.254460877222,19151.749783722888,28647.704839746475,1769.5598335912077
652.0,18022.82424081605,18992.70097306885,31112.984135740524,1692.1454714794463
653.0,18022.82424081605,19052.00438417148,29818.920921983576,1597.8538852403835
654.0,17963.2013004326,19103.032497811626,27751.30081900079,1696.40941483727
655.0,17916.969142400725,19023.62738598609,29860.82370959309,1756.1813719053937
656.0,17911.206699538685,18996.614967536472,30545.220481243174,1750.18972449259
657.0,17911.206699538685,18919.460484855663,29183.641418862047,1637.4718666819092
658.0,17900.781798461292,18953.5712741312,28637.059181306766,1649.9299380149216
659.0,17877.897085647382,18950.7066242789,28637.059181306766,1675.8982527096753
660.0,17877.897085647382,18940.631583362745,28637.059181306766,1708.6042973062065
661.0,17861.531875349465,18618.457706952475,25390.742995345783,1389.5184282233577
662.0,17681.61060272339,18824.077440074838,26134.454039957003,1614.501052942882
663.0,17657.964311731695,18765.55600670026,29430.07772924393,1686.6871302814022
664.0,17644.864270537924,18734.397587111085,29430.07772924393,1748.4169462459809
665.0,17637.921260464376,18709.966205082124,29747.248045514025,1746.8241507381729
666.0,17248.720632549368,18639.12475426505,29747.248045514025,1729.3816505136133
667.0,17236.64091116649,18345.29982892986,28818.847565411306,1648.920297062823
668.0,17225.416107182973,18364.64547042444,28818.847565411306,1729.192209517413
669.0,17201.77329379913,18261.770672508996,28818.847565411306,1682.4958142383011
670.0,17142.19390841898,18176.159607816124,28818.847565411306,1640.621220216106
671.0,17057.552090209625,18107.820822937254,26725.470155902367,1545.9135797639972
672.0,17057.552090209625,18066.92858813421,31098.10873645787,1614.5618776114393
673.0,17046.34872687998,17854.08940178044,25853.32572531305,1403.2191660370013
674.0,17029.001185837937,18016.817707476028,27463.857549872737,1588.387880251011
675.0,17005.344110826925,18037.998008074486,26680.888352697584,1634.3524287031582
676.0,16977.755192146913,18009.13616770188,26110.261020849495,1608.1705567647878
677.0,16954.701286346746,18014.534495362434,26110.261020849495,1649.1713665251482
678.0,16940.11816700038,18017.777581786795,27162.19451279453,1702.4802789746861
679.0,16931.85113425448,17987.550147759528,29818.744604539825,1735.22710898573
680.0,16876.069046839904,18028.794005247863,29818.744604539825,1780.5574047106861
681.0,16866.17298351418,17981.5124624914,32412.482512889983,1828.8741760537926
682.0,16866.17298351418,17948.869369970147,33630.06532831388,1782.430662346145
683.0,16838.22596667427,17795.963726515103,26867.258404977667,1591.3490489943315
684.0,16800.041768252857,17874.15632623846,25848.10475808625,1652.2399510170262
685.0,16784.970103384658,17840.20907979446,27951.26557007527,1689.9345329246914
686.0,16766.66958317093,17815.537432372166,30315.923772589096,1681.6184377288537
687.0,16753.048560437463,17775.413609814073,26716.525375635953,1658.2179245937352
688.0,16729.692643697083,17764.28284026907,30289.210240574444,1721.7941880297092
689.0,16711.476959175227,18317.45857224501,28708.065564717035,2000.34685032767
690.0,16693.97222291612,17946.093920227137,26613.59768035927,1874.0012378076458
691.0,16680.862865734787,17776.34843864539,29098.053467329977,1758.5265169641823
692.0,16661.73861564313,17691.05010916672,24979.04121938414,1670.4524664001085
693.0,16639.35407160251,18190.335414076057,27967.671672622942,1985.9553771316841
694.0,16629.43270751564,17879.99857582703,28934.84646323511,1925.4588343141186
695.0,16595.65955359397,17818.726877091158,30200.012156049735,1924.4615822755256
696.0,16595.65955359397,17637.291094268963,27391.060546165543,1715.297663351273
697.0,16581.380895183902,17334.25911995041,26774.528207580035,1411.576839882685
698.0,16569.56670790921,17459.62667242449,25622.20326360441,1528.7028999978895
699.0,16558.924770575046,17552.29075771524,25139.256322860223,1581.899236001766
700.0,16485.9117101503,17532.926607055797,27876.961971419987,1596.9955303332833
701.0,16485.9117101503,17562.38508232112,27677.40827500711,1698.7989498448449
702.0,16481.523868252647,17234.424895671647,25504.81075057383,1397.230631547209
703.0,16474.074634596407,17375.431195946203,25504.81075057383,1507.5050677823638
704.0,16451.900180367324,17508.947360810263,24775.1121000324,1635.9785807341402
705.0,16440.080181864796,17522.428869388277,26086.12716988683,1712.5416559375249
706.0,16415.776748345976,17525.376609579285,27236.949003447786,1723.1955850262075
707.0,16415.776748345976,17516.96273782576,26270.599239174735,1742.4694194422916
708.0,16407.353070734043,17099.01302349464,24993.35066104897,1322.888128197385
709.0,16405.439698830436,17354.88749278037,24993.35066104897,1504.3486266483485
710.0,16397.0160212185,17360.226285867975,24414.334478949273,1558.3684771797487
711.0,16194.578411844122,17390.205056470255,24677.47227544059,1611.242241482532
712.0,16193.46723451306,17312.35069515563,28702.592007064442,1729.0487011220957
713.0,16189.683287878801,17106.412294567486,27003.28319213481,1586.3302692377538
714.0,16184.258047887404,17166.441477926248,27003.28319213481,1573.9649894026954
715.0,16175.0451172969,17158.951306765026,25161.749157611142,1627.914397917577
716.0,16003.27672054958,17168.23460993188,27675.939868189966,1602.0009868795667
717.0,16003.27672054958,17131.89413762557,27675.939868189966,1766.8276943530468
718.0,16002.662810796144,16748.39430242098,24257.03545713646,1350.4832510437636
719.0,15670.9904371985,16838.619154413158,23935.271442169862,1435.6661427988322
720.0,15670.9904371985,16702.009873905114,25096.093686321787,1599.3956135187325
721.0,15660.632674299693,16340.135476993568,23388.258905859453,1267.8312485360998
722.0,15640.422201797128,16587.001008332914,24044.437350550586,1556.678185830243
723.0,15640.422201797128,16673.758840153077,26997.617261563857,1618.8523688150515
724.0,15635.520437198496,16491.78784190236,24453.009061091223,1477.2127950021932
725.0,15615.49598496865,16657.057411020218,24453.009061091223,1607.8983815937863
726.0,15604.79003503095,16686.29591395215,23854.013590372342,1659.893598387253
727.0,15599.35981496978,16645.84368953405,26032.378942413372,1695.376620737131
728.0,15597.848981731167,16581.079400356048,25568.788122789585,1661.512168695201
729.0,15593.853113663514,16610.166509503073,25557.764129458817,1631.5366987406665
730.0,15587.829479949527,16602.393987743155,27579.86751424514,1668.456506985731
731.0,15576.603711500753,16621.652332482525,25713.75615726532,1674.4754343514815
732.0,15565.999239134148,16614.222355560283,28961.749441112406,1697.0920643796899
733.0,15554.468904113895,16596.48745930283,33124.15340602308,1756.5185327395648
734.0,15541.703356175043,16506.20139189106,27545.749923495903,1642.372299490656
735.0,15527.38204926817,16465.154057588275,27545.749923495903,1579.953632498728
736.0,15527.38204926817,16591.769505249027,27545.749923495903,1750.6909747079644
737.0,15516.204496436178,16422.3656184072,25750.219494857003,1561.7063953082138
738.0,15506.258841312036,16495.337942871283,25515.428940607206,1647.2815147135116
739.0,15499.327895763592,16501.78707458172,27305.49780623294,1657.1049813066188
740.0,15493.710656407002,16528.54131009243,27305.49780623294,1715.7827443049464
741.0,15492.357803047955,16521.345263390413,25059.557569075943,1600.5026942002085
742.0,15492.357803047955,16506.839267851443,26500.83087170778,1610.0040066781673
743.0,15488.996836945626,16476.93820257183,25763.36798588637,1588.4482618851018
744.0,15486.609691714912,16514.419019124285,24234.785476176934,1641.014867055104
745.0,15481.895872253535,16500.025713255196,24642.801873575067,1661.8693550318435
746.0,15469.472160029287,16582.71451261273,25051.296514284695,1717.7334693541661
747.0,15462.756656023841,16508.48089643006,27176.29039858834,1672.5614349953337
748.0,15460.628449888762,16523.839351740247,28651.699712853464,1735.1132033303086
749.0,15451.811734628383,16475.831256375146,25192.956653792127,1655.6013717486817
750.0,15428.125669384492,16478.60128327195,23658.24159410259,1660.9125795428395
751.0,15421.204605617608,16473.797737551333,27222.80732974805,1731.4034748956274
752.0,15419.663330590145,16432.330847794445,24009.557347648086,1654.046825826792
753.0,15397.707071999772,16469.232419798722,27386.272524026597,1675.294370729518
754.0,15382.856795295702,16483.34434297309,27386.272524026597,1722.122553723922
755.0,15369.554696241154,16509.12493855609,27386.272524026597,1759.8385070747904
756.0,15334.158960777324,16402.80559002591,28466.59528664213,1755.0661561134757
757.0,15300.558831662041,16368.578591550244,26045.32895590854,1721.6749885378829
758.0,15300.558831662041,16335.488716440375,24747.64599528958,1669.8753012590378
759.0,15295.127014201636,16066.37838560784,22854.41709278948,1371.2594230561222
